Title	Price	City	Location	Microlocation	Street	Type	Area	Rooms	Poster	Heating	Furnished	Floor	FloorTotal	PaymentType	Additional	Other	Description	PostingId	PostingDate
Zvezdara prelep nov dvoiposoban stan sa garažom	700 €	Beograd	Opština Zvezdara	Bulevar kralja Aleksandra	Ruže Jovanović	stan	52 m2	2.5	Agencija	CG	namešteno	1			['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Lođa', 'Klima', 'Lift', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža', 'Parking']	Izuzetno lepo projektovan i ukusno namešten stan sa dve spavaće sobe, dnevno trpezarijskim boravkom, kuhinjom, kupatilom i terasom, opremljen potpuno novim nameštajem. Lepo osvetljen, sa dosta plakara, mašinom za veš i sudove, tv-om, usisivačem i drugim osnovnim pokućstvom, pruža osećaj dobrodošlice i toplog doma. Udoban, ušuškan, sa niskim režijskim troškovima. Zgrada je sa liftom, zakupac uz stan u ceni dobija i garažno mesto u zgradi.  Izdaje se isključivo na duži vremenski period, depozit obavezan. Izdavanje vodi agent Marija Rajšić uverenje broj 420 Agencijska provizija 1/2 prve mesečne zakupnine.	5425645053031	01.03.2026. u 18:58
1.5soban kompletno opremljen, Paunov breg, lux	500 €	Beograd	Opština Voždovac	Banjica	Bulevar JNA	stan	35,45 m2	1.5	Vlasnik	EG	namešteno	3	7		['Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za studente']	['Terasa', 'Klima', 'Lift', 'Interfon', 'Video nadzor']	Izdaje se kompletno opremljen jednoiposoban stan u stambenom kompleksu Paunov breg na Banjici.  Blizina mnogih linija gradskog prevoza (trolejbusi 40, 41, autobusi 78, 401, 402...tramvaji 9l, 14), škola, vrtića, fakulteta, Bajfordove šume. Režije minimalne, etažno grejanje na kalorimetre po utrošku. Depozit u visini jedne kirije. Slobodan od 10.04.	5425646834923	01.03.2026. u 17:32
Sunnyville, Višnjička banja, Lux, Nov, 2.0, 47m2	490 €	Beograd	Opština Palilula	Višnjička Banja	Mirka Milojkovića	stan	47 m2	2.0	Vlasnik	CG	namešteno	1	5		['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za nepušače']	['Terasa', 'Klima', 'Lift', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	U Sunnyville-u izdajem nov, lepo opremljen LUX 2.0 stan od 49 m2 sa novim nameštajem.  Grejanje  je centralno po utrošku tako da su troškovi režija niski. Ugradjena inverterska klima. Stan se nalazi u delu Sannyvilla koji je ograđen i obezbeđena su parking mesta samo za stanare sa rampom na ulazu i pristupom karticom. Stan je opremljen kožnom garniturom i foteljom, kuhinja je nova i u nju je ugrađena potpupno nova oprema Gorenje ( frižider, šporet sa staklokeramičkom pločom, aspirator). Poseduje mikrotalasnu rernu i grejač vode. Rasveta Eglo. Kuhinja je opremljena sudovima, kompletom tanjira i escajgom. Neke od prednosti koje Sunnyville kompleks u Višnjičkoj banji pruža svojim stanarima: •    video nadzor 24 h; zgrade ograđene sa rampom na ulazu •    rfid kartični pristup glavnom ulazu u zgradu •    privatni parking •    sportski teren i igralište za decu •    nove održavane zgrade i liftovi  U blizni se nalazi puno različitih sadržaja koji pružaju visok kvalitet rada i života. Izuzetno čist vazduh, jedinstvena mikroklima. U blizini (1500 m) se nalazi BIG šoping centar dok je centar grada udaljen samo 5500 metara.  Telefon za informacije: 061/ 4178310	5425646355660	01.03.2026. u 16:29
Zemun - Karadjordjev trg #66434	500 €	Beograd	Opština Zemun	Karađorđev trg	Kapetana Radica Petrovica	stan	50 m2	2.0	Agencija	EG	namešteno	3	4	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Telefon', 'KATV', 'Internet']	50% od prve mesečne zakupnine	5425646832599	01.03.2026. u 15:37
Prve pruge,Retenzija,dvosoban,komforan ID#2751	500 €	Beograd	Opština Novi Beograd	Hotel Jugoslavija	Primorska	stan	65 m2	2.0	Agencija	CG	namešteno	6		mesečno	['Odmah useljiv', 'Depozit']	['Terasa', 'Klima', 'Lift', 'KATV', 'Internet', 'Interfon']	Izdaje se dvosoban komforan stan u Prve pruge,Retenzija.Useljiv od 1.marta. Agencijska provizija 50% od prve zakupnine.	5425646832598	01.03.2026. u 15:32
Dvosoban stan Lekino brdo	350 €	Beograd	Opština Voždovac	Lekino brdo	Ibarska	stan	30 m2	1.5	Agencija	EG	namešteno	1		mesečno	['Odmah useljiv']	['Klima', 'Telefon', 'KATV']	Dvosoban stan Lekino brdo, Ibarska ulica,30m2, grejanje klima + TA pec Depozit u visini kirije. Stan je useljiv odmah.	5425646773082	01.03.2026. u 14:34
Izdavanje stana Zvezdara sa parking mestom	600 €	Beograd	Opština Zvezdara	Učiteljsko naselje	Oliverina	stan	55 m2	1.5	Vlasnik	CG	namešteno	3	3	mesečno	['Odmah useljiv', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Interfon']	U cenu stanarine uraćunato je jedno parking mesto i infostan , kompletno je namešten i odmah useljiv. 	5425636022038	01.03.2026. u 12:41
Bežanijska kosa - Bezanijska kosa 2 #61215	450 €	Beograd	Opština Novi Beograd	Bežanijska kosa 1	Marka Celebonovica	stan	50 m2	2.0	Agencija	CG	namešteno	6	7	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet']	50% od prve mesečne zakupnine	5425646760262	01.03.2026. u 12:12
BW Aurora, namešten, trosoban, 82m2, garaža	1.800 €	Beograd	Opština Savski venac	Beograd na vodi	Bulevar Vudroa Vilsona	stan	82 m2	3.0	Agencija	CG	namešteno	11	23	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Podrum', 'Internet', 'Interfon', 'Video nadzor', 'Garaža']	Moderno namešten stan za izdavanje u zgradi BW Aurora, visoke spratnosti, u stambeno-poslovnom naselju Beograd na vodi, ukupne površine 82m2, trosoban po strukturi, dvostrano orijentisan sa otvorenim pogledom na Ada most, Galeriju, Kulu i delimično reku. Stan se sastoji od dnevnog boravka sa kuhinjom, 2 komforne spavaće sobe od kojih je 1 master, 2 kupatila, ostave i terase. Izdaje se kompletno opremljen za stanovanje, nameštajem, ugradnom kuhinjom i garderoberima, kao i svim neophodnim električnim uređajima. Svaka soba ima klimu. Jugo-zapadna orijentacija. Zgrada poseduje lobi sa recepcijom i tehničkim obezbeđenjem 24/7. Kućni ljubimci nisu dozvoljeni. Stanu pripada 1 garažno mesto uz doplatu 100Eur/mes. Odmah useljiv.	5425646679254	01.03.2026. u 09:28
Izdaje se potpuno renoviran jednosoban stan	500 €	Beograd	Opština Novi Beograd	Blok 21	Bulevar Zorana Đinđića	stan	32 m2	1.0	Vlasnik	CG	namešteno	VPR	6	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za nepušače']	['Klima', 'Podrum', 'Telefon', 'KATV', 'Internet', 'Interfon']	Izdaje se potpuno renoviran stan sa novim instalacijama i sa 100% novim nameštajem.Stan ima sobu,kuhinju kupatilo,hodnik,gleda ka jugu na ulicu.Opticki internet.Javni parking u zoni je dostupan.Lokacija između Arene i Hayatta.Savrsena povezanost sa autobuskim i tramvajskim linijama.Marketi,restorani,posta banke sve je u neposrednom blizini.Dve stanice od centra grada.	5425645558761	01.03.2026. u 08:40
LUX, Vračar, Lekino Brdo 27m2	450 €	Beograd	Opština Vračar	Gospodara Vučića	Bacvanska	stan	27 m2	1.0	Vlasnik		namešteno	PSUT		mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['KATV', 'Internet', 'Parking']	Izdajem LUX stan, garsonjeru od 27 m² na prelepoj lokaciji na Vračaru na Lekinom brdu.  Stan je potpuno nov, nikada useljavan, opremljen najmodernijom belom tehnikom i savremenim nameštajem sa posebnim krevetom za spavanje. Bićete prvi korisnik ovog luksuznog prostora uz veoma niske mesečne troškove. 	5425646829204	01.03.2026. u 08:32
Jednosoban stan 63m2 + parking mesto	600 €	Beograd	Opština Voždovac	Farmaceutski fakultet	Beranska	stan	63 m2	1.0	Vlasnik	EG	namešteno	PSUT		mesečno	['Odmah useljiv', 'Nije stan u kući', 'Depozit', 'Za studente']	['Terasa', 'Klima', 'Parking']	Jednosoban stan, u blizini Torlaka, kompletno renoviran, namesten. Klima, interfon, parking mesto. Stan ima terasu. 	5425646831784	01.03.2026. u 00:16
